stage_id	tool_id	stage_status	tool_status	is_default	execution_status	runtime_support	normalization_support	benchmark_support	registry_status	runtimes	container_ref	dockerfile	apptainer_def	evidence_count	claim_ids	decision_id	binding_id
fastq.trim_polyg_tails	bbduk	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/bbduk@sha256:da5764715915a5edeb0e40e2c18a5ce7142f31dac8e4844bd2dcb463403b8bd4	containers/docker/arm64/Dockerfile.bbduk	containers/apptainer/shared/bbduk.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	fastp	governed	default	true	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/fastp@sha256:603656aa361eee1cbd1370db9412e588da91708da5542173e5ae74aab71cbc10	containers/docker/arm64/Dockerfile.fastp	containers/apptainer/shared/fastp.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	adapterremoval	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/adapterremoval@sha256:5b618834ce9fc6376c9605c3a69d738236b9be48fdf493c1bc0945568a50808d	containers/docker/arm64/Dockerfile.adapterremoval	containers/apptainer/shared/adapterremoval.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	alientrimmer	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/alientrimmer:3.2	containers/docker/arm64/Dockerfile.alientrimmer	containers/apptainer/shared/alientrimmer.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	atropos	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/atropos@sha256:5a2fab22811303ced83475111a2427eaa894fcb39436618bb26be1da391f300d	containers/docker/arm64/Dockerfile.atropos	containers/apptainer/shared/atropos.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	bbduk	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/bbduk@sha256:da5764715915a5edeb0e40e2c18a5ce7142f31dac8e4844bd2dcb463403b8bd4	containers/docker/arm64/Dockerfile.bbduk	containers/apptainer/shared/bbduk.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	cutadapt	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/cutadapt@sha256:4405f2effc1a195c93098408aa36268357c25b758348bfe6da8790bbe7e842ba	containers/docker/arm64/Dockerfile.cutadapt	containers/apptainer/shared/cutadapt.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	fastx_clipper	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/fastx_clipper:0.0.14	containers/docker/arm64/Dockerfile.fastx_clipper	containers/apptainer/shared/fastx_clipper.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	leehom	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/leehom@sha256:146f111ee336a7d01cba5861a9672d75a7739ad7ece923925bbd90c2550341b1	containers/docker/arm64/Dockerfile.leehom	containers/apptainer/shared/leehom.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	prinseq	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/prinseq@sha256:7216ffecd7913edaea33ec76b3775ab0cb0d60064f31e96c63e043d578a3f971	containers/docker/arm64/Dockerfile.prinseq	containers/apptainer/shared/prinseq.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	seqkit	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/seqkit@sha256:ca3dc13e3fef5d34927c44b2d8cd2bc6708c2c256f42e51369d7b1203b0d2991	containers/docker/arm64/Dockerfile.seqkit	containers/apptainer/shared/seqkit.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	seqpurge	governed	disallowed	false	closed	runnable	observer_specialized	cohort	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	skewer	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/skewer:978e8e46cba4	containers/docker/arm64/Dockerfile.skewer	containers/apptainer/shared/skewer.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	trim_galore	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/trim_galore@sha256:f323405a5a0ba19bbdae765dd4269e9156c415993977996079b63c5eb5bb0a61	containers/docker/arm64/Dockerfile.trim_galore	containers/apptainer/shared/trim_galore.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_reads	trimmomatic	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/trimmomatic@sha256:41c0d161444ee7bb6b36ead3bbceb998af611be6ead6784231c5440e092bd5a4	containers/docker/arm64/Dockerfile.trimmomatic	containers/apptainer/shared/trimmomatic.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_terminal_damage	cutadapt	governed	default	true	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/cutadapt@sha256:4405f2effc1a195c93098408aa36268357c25b758348bfe6da8790bbe7e842ba	containers/docker/arm64/Dockerfile.cutadapt	containers/apptainer/shared/cutadapt.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_terminal_damage	adapterremoval	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/adapterremoval@sha256:5b618834ce9fc6376c9605c3a69d738236b9be48fdf493c1bc0945568a50808d	containers/docker/arm64/Dockerfile.adapterremoval	containers/apptainer/shared/adapterremoval.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.trim_terminal_damage	seqkit	governed	allowed	false	closed	runnable	observer_specialized	cohort	production	docker,apptainer	bijuxdna/seqkit@sha256:ca3dc13e3fef5d34927c44b2d8cd2bc6708c2c256f42e51369d7b1203b0d2991	containers/docker/arm64/Dockerfile.seqkit	containers/apptainer/shared/seqkit.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.validate_reads	fastqvalidator	governed	default	true	closed	runnable	observer_specialized	comparable	production	docker,apptainer	bijuxdna/fastqvalidator@sha256:3e01ccfed0313ffb63e8b9a8c4044a47249906d0b7b32c68caccf81f0a532edc	containers/docker/arm64/Dockerfile.fastqvalidator	containers/apptainer/shared/fastqvalidator.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.validate_reads	fastq_scan	governed	allowed	false	closed	runnable	observer_specialized	comparable	production	docker,apptainer	bijuxdna/fastq_scan@sha256:973e958d84a4a5d779a71e34f890b0a5335607e1fe56207c8a145409fd2937ad	containers/docker/arm64/Dockerfile.fastq_scan	containers/apptainer/shared/fastq_scan.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.validate_reads	fastqc	governed	allowed	false	closed	runnable	observer_specialized	comparable	production	docker,apptainer	bijuxdna/fastqc@sha256:e0b83c56262486cab51020e2bb809b391ad9b38ba7a898588ab15b73586ee789	containers/docker/arm64/Dockerfile.fastqc	containers/apptainer/shared/fastqc.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.validate_reads	fqtools	governed	allowed	false	closed	runnable	observer_specialized	comparable	production	docker,apptainer	bijuxdna/fqtools@sha256:d7190221f5582bdabccecb3bae06d463d81c0cb06d47a80fa4c1b3c4704d4bf6	containers/docker/arm64/Dockerfile.fqtools	containers/apptainer/shared/fqtools.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.validate_reads	seqtk	governed	allowed	false	closed	runnable	observer_specialized	comparable	production	docker,apptainer	bijuxdna/seqtk@sha256:16e615286a66f1654278a862ad47c3d62bdfabbbf17cb2e12a568256d1b05024	containers/docker/arm64/Dockerfile.seqtk	containers/apptainer/shared/seqtk.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
fastq.verify_assets	bijux_dna	governed	disallowed	false	declared_only	declared_only	none	none	production	docker,apptainer	bijuxdna/bijux_dna:workspace	containers/docker/arm64/Dockerfile.bijux_dna	containers/apptainer/shared/bijux_dna.def	5	claim.fastq.execution-surface-authority,claim.fastq.default-settings-authority,claim.fastq.tool-registry-authority,claim.fastq.environment-resolution-authority,claim.fastq.planned-tools-remain-excluded	decision.fastq.environment-tool-surface	binding.fastq.environment-tool-surface
